,0 1
16820,66 654
16821,420 581
16822,187 249
16823,86 623
16824,58 159
16825,58 158
16826,856 504
16827,194 58
16828,100 62
16829,141 856
16830,450 86
16831,856 141
16832,149 621
16833,878 23
16834,335 429
16835,183 705
16836,508 184
16837,150 381
16838,149 347
16839,6 181
16840,6 337
16841,181 6
16842,6 296
16843,6 377
16844,459 490
16845,337 6
16846,46 405
16847,459 106
16848,621 149
16849,149 179
16850,573 166
16851,180 87
16852,188 518
16853,404 532
16854,490 149
16855,32 417
16856,148 224
16857,560 295
16858,194 865
16859,498 86
16860,865 194
16861,417 32
16862,518 518
16863,397 378
16864,152 116
16865,560 362
16866,560 19
16867,560 358
16868,546 154
16869,560 329
16870,166 20
16871,12 560
16872,166 194
16873,166 393
16874,166 250
16875,560 12
16876,311 190
16877,419 28
16878,316 560
16879,166 882
16880,350 180
16881,335 533
16882,121 29
16883,121 306
16884,121 647
16885,121 748
16886,121 230
16887,121 245
16888,121 568
16889,121 236
16890,121 242
16891,499 19
16892,748 121
16893,150 741
16894,665 812
16895,57 194
16896,412 194
16897,86 21
16898,145 21
16899,194 305
16900,847 48
16901,329 514
16902,169 82
16903,169 828
16904,169 121
16905,305 194
16906,238 0
16907,21 86
16908,106 560
16909,169 106
16910,0 238
16911,256 121
16912,21 145
16913,877 81
16914,244 209
16915,420 20
16916,113 36
16917,36 113
16918,466 487
16919,342 350
16920,62 3
16921,131 64
16922,443 26
16923,249 589
16924,589 249
16925,466 466
16926,131 586
16927,404 372
16928,404 282
16929,404 366
16930,404 121
16931,404 86
16932,404 546
16933,549 218
16934,380 393
16935,280 121
16936,809 89
16937,809 302
16938,302 809
16939,137 880
16940,137 812
16941,443 339
16942,218 549
16943,419 45
16944,424 393
16945,45 419
16946,474 560
16947,158 58
16948,611 176
16949,64 412
16950,64 116
16951,560 474
16952,422 19
16953,509 667
16954,57 812
16955,430 64
16956,509 184
16957,20 166
16958,820 64
16959,667 509
16960,262 347
16961,509 418
16962,64 820
16963,509 509
16964,878 35
16965,431 372
16966,509 69
16967,509 508
16968,880 880
16969,812 57
16970,518 166
16971,509 549
16972,13 458
16973,11 611
16974,336 92
16975,35 878
16976,142 64
16977,166 666
16978,828 356
16979,347 262
16980,28 419
16981,356 828
16982,405 211
16983,405 63
16984,211 405
16985,187 518
16986,118 183
16987,96 728
16988,458 64
16989,209 543
16990,581 450
16991,64 458
16992,409 390
16993,13 79
16994,131 63
16995,367 361
16996,589 607
16997,198 198
16998,166 347
16999,490 459
17000,426 840
17001,131 832
17002,29 62
17003,50 152
17004,62 87
17005,546 226
17006,62 29
17007,180 162
17008,452 608
17009,114 847
17010,179 60
17011,509 107
17012,509 62
17013,145 393
17014,62 736
17015,832 131
17016,417 27
17017,31 33
17018,810 88
17019,88 810
17020,450 581
17021,459 187
17022,811 28
17023,65 169
17024,812 601
17025,121 96
17026,447 273
17027,756 142
17028,847 443
17029,812 3
17030,17 431
17031,608 452
17032,292 129
17033,142 577
17034,307 314
17035,13 483
17036,157 174
17037,509 81
17038,840 426
17039,815 194
17040,194 815
17041,427 145
17042,218 513
17043,17 872
17044,405 183
17045,166 139
17046,482 598
17047,577 142
17048,165 883
17049,166 249
17050,145 422
17051,145 856
17052,183 405
17053,166 87
17054,340 777
17055,249 159
17056,480 184
17057,509 325
17058,249 431
17059,249 23
17060,249 340
17061,249 173
17062,249 333
17063,169 340
17064,828 145
17065,278 365
17066,258 211
17067,258 18
17068,422 248
17069,259 89
17070,325 509
17071,340 249
17072,518 187
17073,11 430
17074,412 884
17075,494 24
17076,58 373
17077,588 36
17078,427 249
17079,307 85
17080,800 533
17081,164 96
17082,167 460
17083,299 590
17084,590 299
17085,372 58
17086,84 229
17087,48 84
17088,166 140
17089,229 84
17090,339 437
17091,232 608
17092,232 804
17093,459 0
17094,880 137
17095,13 667
17096,13 333
17097,509 68
17098,832 587
17099,557 395
17100,494 2
17101,265 804
17102,885 728
17103,231 655
17104,285 65
17105,7 62
17106,426 65
17107,494 23
17108,543 209
17109,537 366
17110,408 208
17111,23 494
17112,94 342
17113,200 207
17114,179 104
17115,698 126
17116,480 39
17117,143 142
17118,388 128
17119,388 150
17120,308 430
17121,308 211
17122,885 106
17123,211 430
17124,509 306
17125,460 167
17126,506 500
17127,209 128
17128,64 249
17129,81 145
17130,20 885
17131,13 730
17132,730 13
17133,494 25
17134,278 157
17135,333 83
17136,515 93
17137,515 277
17138,588 545
17139,262 100
17140,83 333
17141,286 880
17142,885 20
17143,455 58
17144,249 357
17145,392 588
17146,269 615
17147,137 87
17148,87 137
17149,143 121
17150,392 368
17151,61 14
17152,537 103
17153,537 380
17154,537 389
17155,537 394
17156,537 526
17157,537 53
17158,537 221
17159,537 178
17160,537 403
17161,537 486
17162,55 166
17163,53 103
17164,53 380
17165,53 389
17166,53 61
17167,53 85
17168,53 394
17169,53 312
17170,53 537
17171,53 526
17172,53 465
17173,53 221
17174,53 18
17175,53 14
17176,53 178
17177,53 403
17178,53 486
17179,141 608
17180,92 818
17181,333 256
17182,615 269
17183,404 586
17184,12 856
17185,249 366
17186,190 16
17187,166 55
17188,164 273
17189,100 262
17190,95 204
17191,291 450
17192,457 399
17193,104 179
17194,256 183
17195,184 62
17196,25 588
17197,482 423
17198,423 482
17199,818 92
17200,45 640
17201,92 723
17202,62 357
17203,470 151
17204,381 156
17205,80 866
17206,271 55
17207,166 856
17208,102 411
17209,102 192
17210,353 796
17211,250 157
17212,209 16
17213,661 856
17214,79 417
17215,238 209
17216,238 242
17217,828 121
17218,93 204
17219,411 408
17220,23 121
17221,12 430
17222,204 93
17223,277 515
17224,453 121
17225,669 420
17226,342 681
17227,423 89
17228,152 87
17229,886 601
17230,92 152
17231,856 121
17232,216 273
17233,152 92
17234,3 601
17235,183 272
17236,126 698
17237,723 92
17238,318 170
17239,333 36
17240,62 7
17241,886 3
17242,887 20
17243,20 887
17244,856 430
17245,430 11
17246,65 357
17247,64 828
17248,87 20
17249,31 40
17250,31 35
17251,31 32
17252,40 31
17253,62 2
17254,3 57
17255,347 179
17256,347 307
17257,157 347
17258,213 496
17259,303 571
17260,387 157
17261,837 837
17262,768 100
17263,342 130
17264,342 94
17265,115 820
17266,115 128
17267,856 87
17268,820 115
17269,223 518
17270,409 421
17271,87 353
17272,865 58
17273,278 342
17274,278 149
17275,278 262
17276,353 87
17277,820 256
17278,820 212
17279,176 501
17280,493 282
17281,7 500
17282,7 502
17283,7 506
17284,377 166
17285,408 411
17286,21 282
17287,184 422
17288,422 184
17289,649 649
17290,283 28
17291,283 169
17292,283 367
17293,57 3
17294,121 726
17295,121 759
17296,482 162
17297,58 812
17298,412 888
17299,404 301
17300,340 217
17301,170 13
17302,866 80
17303,405 601
17304,28 405
17305,46 121
17306,59 192
17307,121 151
17308,121 353
17309,192 59
17310,235 244
17311,601 405
17312,30 339
17313,232 484
17314,13 170
17315,405 434
17316,86 225
17317,607 118
17318,828 889
17319,23 480
17320,162 654
17321,86 201
17322,201 86
17323,333 89
17324,494 590
17325,132 208
17326,511 262
17327,885 21
17328,160 552
17329,23 212
17330,121 890
17331,340 405
17332,434 283
17333,140 140
17334,698 57
17335,698 55
17336,698 54
17337,698 685
17338,698 56
17339,698 59
17340,36 48
17341,409 497
17342,24 25
17343,24 26
17344,24 32
17345,24 33
17346,24 34
17347,24 590
17348,24 36
17349,24 38
17350,24 39
17351,24 588
17352,48 338
17353,464 35
17354,190 121
17355,452 498
17356,35 464
17357,498 452
17358,347 157
17359,57 601
17360,601 57
17361,413 413
17362,347 61
17363,61 347
17364,368 295
17365,121 190
17366,87 426
17367,162 90
17368,815 880
17369,409 81
17370,294 377
17371,86 28
17372,391 380
17373,160 621
17374,28 86
17375,52 157
17376,246 7
17377,7 246
17378,129 113
17379,285 806
17380,41 41
17381,41 751
17382,81 301
17383,817 817
17384,67 160
17385,234 96
17386,86 70
17387,409 40
17388,40 409
17389,225 86
17390,160 551
17391,160 67
17392,209 64
17393,405 889
17394,887 887
17395,708 768
17396,430 7
17397,529 499
17398,699 529
17399,529 699
17400,211 705
17401,301 81
17402,509 260
17403,509 678
17404,886 58
17405,182 308
17406,86 366
17407,281 718
17408,833 5
17409,160 240
17410,240 160
17411,107 2
17412,333 82
17413,86 10
17414,776 201
17415,163 546
17416,306 509
17417,169 6
17418,599 158
17419,442 478
17420,409 190
17421,678 509
17422,681 160
17423,856 506
17424,169 820
17425,367 470
17426,169 419
17427,2 880
17428,887 885
17429,254 254
17430,210 405
17431,340 282
17432,889 405
17433,269 142
17434,641 282
17435,74 400
17436,859 412
17437,107 736
17438,179 347
17439,107 748
17440,377 294
17441,160 559
17442,262 377
17443,400 74
17444,243 820
17445,377 262
17446,160 812
17447,282 641
17448,394 295
17449,155 849
17450,438 64
17451,205 94
17452,565 430
17453,581 78
17454,412 859
17455,419 169
17456,48 847
17457,45 404
17458,812 160
17459,559 160
17460,531 419
17461,419 351
17462,747 107
17463,419 531
17464,81 108
17465,351 419
17466,134 867
17467,602 602
17468,525 359
17469,470 86
17470,404 45
17471,282 106
17472,160 747
17473,106 885
17474,359 525
17475,405 308
17476,405 133
17477,133 405
17478,245 301
17479,64 438
17480,14 368
17481,420 669
17482,51 283
17483,57 880
17484,132 217
17485,812 880
17486,299 700
17487,106 282
17488,700 299
17489,728 96
17490,812 412
17491,333 28
17492,5 828
17493,86 203
17494,5 833
17495,86 662
17496,226 223
17497,86 138
17498,412 812
17499,168 600
17500,884 884
17501,242 62
17502,65 282
17503,859 812
17504,3 812
17505,282 65
17506,160 882
17507,211 807
17508,891 405
17509,26 590
17510,820 365
17511,86 226
17512,160 355
17513,169 308
17514,405 891
17515,226 86
17516,483 556
17517,86 94
17518,533 172
17519,611 160
17520,107 747
17521,756 431
17522,860 455
17523,354 354
17524,263 405
17525,182 869
17526,479 479
17527,284 511
17528,262 148
17529,160 261
17530,528 373
17531,470 494
17532,56 880
17533,730 211
17534,299 299
17535,300 892
17536,405 892
17537,191 160
17538,587 832
17539,518 107
17540,511 284
17541,210 107
17542,195 57
17543,424 105
17544,128 388
17545,308 462
17546,44 107
17547,169 638
17548,443 590
17549,266 525
17550,706 523
17551,300 889
17552,880 157
17553,57 195
17554,525 266
17555,35 14
17556,6 89
17557,288 571
17558,698 2
17559,263 82
17560,82 263
17561,458 413
17562,458 526
17563,195 160
17564,2 698
17565,507 85
17566,57 6
17567,399 457
17568,237 174
17569,440 176
17570,240 158
17571,287 298
17572,287 536
17573,889 300
17574,131 160
17575,184 508
17576,35 261
17577,261 160
17578,107 89
17579,206 284
17580,284 206
17581,6 57
17582,248 330
17583,73 756
17584,373 240
17585,373 552
17586,373 93
17587,373 133
17588,892 892
17589,170 310
17590,138 86
17591,310 170
17592,191 150
17593,533 508
17594,354 101
17595,266 407
17596,892 300
17597,300 183
17598,300 475
17599,300 642
17600,300 44
17601,300 495
17602,300 739
17603,300 263
17604,300 218
17605,300 283
17606,300 209
17607,300 161
17608,300 303
17609,300 210
17610,300 255
17611,300 638
17612,300 21
17613,300 371
17614,424 641
17615,160 131
17616,367 419
17617,199 205
17618,308 169
17619,602 499
17620,92 887
17621,86 470
17622,494 470
17623,404 494
17624,37 24
17625,201 169
17626,169 201
17627,466 893
17628,373 515
17629,373 184
17630,887 92
17631,64 21
17632,160 156
17633,424 880
17634,190 366
17635,366 190
17636,63 812
17637,245 337
17638,337 245
17639,387 393
17640,828 107
17641,359 7
17642,151 24
17643,419 714
17644,12 82
17645,12 121
17646,615 828
17647,79 152
17648,82 12
17649,84 615
17650,151 424
17651,84 57
17652,282 880
17653,152 79
17654,160 312
17655,165 121
17656,8 466
17657,812 102
17658,373 194
17659,201 283
17660,174 80
17661,75 753
17662,283 201
17663,121 12
17664,880 815
17665,556 531
17666,174 126
17667,92 685
17668,880 859
17669,470 261
17670,137 80
17671,466 8
17672,486 5
17673,200 820
17674,6 486
17675,5 840
17676,318 160
17677,426 283
17678,753 860
17679,753 119
17680,327 894
17681,860 753
17682,23 261
17683,371 208
17684,859 859
17685,424 589
17686,531 556
17687,466 64
17688,611 64
17689,102 812
17690,318 36
17691,318 169
17692,264 358
17693,593 94
17694,283 426
17695,146 316
17696,426 166
17697,426 518
17698,426 714
17699,366 180
17700,407 494
17701,132 252
17702,75 470
17703,162 169
17704,851 157
17705,169 162
17706,180 366
17707,452 421
17708,452 466
17709,452 358
17710,316 146
17711,611 6
17712,466 6
17713,358 264
17714,249 215
17715,494 90
17716,589 424
17717,889 375
17718,117 62
17719,373 481
17720,107 284
17721,232 498
17722,284 107
17723,860 375
17724,380 200
17725,380 562
17726,469 143
17727,400 678
17728,499 7
17729,581 497
17730,190 311
17731,5 466
17732,321 283
17733,6 56
17734,318 82
17735,466 5
17736,685 92
17737,62 163
17738,375 889
17739,56 6
17740,470 116
17741,116 470
17742,557 128
17743,641 371
17744,258 160
17745,82 269
17746,107 98
17747,4 252
17748,82 368
17749,82 277
17750,82 219
17751,82 782
17752,82 730
17753,82 287
17754,82 93
17755,401 82
17756,252 63
17757,63 252
17758,100 301
17759,68 679
17760,301 100
17761,132 518
17762,320 349
17763,546 742
17764,518 132
17765,199 258
17766,276 276
17767,246 246
17768,162 184
17769,510 494
17770,366 152
17771,258 199
17772,496 213
17773,63 55
17774,375 860
17775,63 243
17776,188 183
17777,284 203
17778,812 273
17779,5 100
17780,184 162
17781,487 496
17782,242 238
17783,98 107
17784,100 5
17785,277 203
17786,417 895
17787,13 526
17788,13 19
17789,167 172
17790,160 395
17791,16 642
17792,498 487
17793,160 353
17794,249 201
17795,10 405
17796,201 249
17797,172 167
17798,73 316
17799,615 146
17800,405 10
17801,157 180
17802,343 157
17803,306 68
17804,68 306
17805,13 53
17806,708 404
17807,21 188
17808,173 107
17809,470 438
17810,438 470
17811,128 23
17812,132 258
17813,258 132
17814,330 74
17815,418 287
17816,300 10
17817,141 360
17818,287 418
17819,690 21
17820,300 367
17821,173 160
17822,812 58
17823,812 665
17824,485 387
17825,21 690
17826,21 222
17827,173 405
17828,305 16
17829,305 489
17830,73 309
17831,116 183
17832,362 401
17833,183 116
17834,489 305
17835,376 160
17836,93 14
17837,208 155
17838,405 173
17839,137 6
17840,128 5
17841,513 513
17842,466 160
17843,39 40
17844,280 734
17845,280 1
17846,280 148
17847,280 351
17848,280 575
17849,613 243
17850,332 421
17851,642 16
17852,89 64
17853,394 388
17854,14 93
17855,812 366
17856,355 546
17857,223 365
17858,64 173
17859,812 142
17860,615 180
17861,615 17
17862,615 493
17863,243 613
17864,674 7
17865,615 820
17866,96 121
17867,615 393
17868,615 474
17869,615 21
17870,132 46
17871,615 427
17872,615 115
17873,809 88
17874,615 333
17875,173 892
17876,10 64
17877,405 375
17878,87 258
17879,106 83
17880,21 615
17881,46 132
17882,170 301
17883,300 173
17884,173 300
17885,615 856
17886,269 617
17887,588 206
17888,615 243
17889,206 588
17890,615 252
17891,615 58
17892,615 153
17893,86 142
17894,615 253
17895,615 331
17896,290 643
17897,253 615
17898,615 249
17899,615 144
17900,615 64
17901,243 235
17902,243 244
17903,812 115
17904,412 738
17905,116 655
17906,326 21
17907,115 812
17908,812 434
17909,560 223
17910,82 212
17911,355 300
17912,355 405
17913,738 411
17914,141 661
17915,371 174
17916,28 172
17917,368 250
17918,183 545
17919,61 301
17920,607 490
17921,316 468
17922,405 896
17923,291 294
17924,169 13
17925,333 261
17926,361 261
17927,290 167
17928,422 17
17929,17 422
17930,301 61
17931,97 708
17932,97 618
17933,97 640
17934,97 662
17935,275 511
17936,429 301
17937,187 160
17938,94 483
17939,820 23
17940,892 405
17941,473 549
17942,483 94
17943,80 96
17944,206 62
17945,264 569
17946,62 206
17947,142 106
17948,3 102
17949,452 501
17950,452 700
17951,106 142
17952,452 213
17953,859 4
17954,397 52
17955,316 121
17956,128 557
17957,52 397
17958,613 619
17959,102 3
17960,250 393
17961,304 252
17962,690 86
17963,526 82
17964,643 49
17965,176 656
17966,49 643
17967,424 83
17968,178 656
17969,339 25
17970,339 26
17971,339 29
17972,339 33
17973,177 656
17974,269 155
17975,121 316
17976,155 173
17977,572 129
17978,812 448
17979,161 661
17980,661 823
17981,206 214
17982,320 179
17983,179 320
17984,367 115
17985,640 97
17986,448 812
17987,525 86
17988,859 815
17989,129 367
17990,296 395
17991,300 896
17992,647 93
17993,93 647
17994,166 221
17995,166 223
17996,685 845
17997,138 54
17998,713 509
17999,391 321
18000,381 321
18001,321 381
18002,263 116
18003,845 685
18004,249 132
18005,240 242
18006,174 15
18007,240 424
18008,540 189
18009,20 215
18010,413 458
18011,892 44
18012,892 28
18013,892 128
18014,892 114
18015,892 314
18016,892 340
18017,892 226
18018,896 892
18019,896 300
18020,896 405
18021,56 194
18022,433 186
18023,150 191
18024,340 867
18025,490 607
18026,121 324
18027,166 351
18028,610 459
18029,87 215
18030,809 809
18031,215 87
18032,37 590
18033,226 892
18034,295 179
18035,44 424
18036,518 86
18037,129 576
18038,129 203
18039,7 537
18040,269 424
18041,537 7
18042,444 301
18043,4 533
18044,194 56
18045,263 897
18046,60 321
18047,129 64
18048,86 525
18049,405 290
18050,587 587
18051,126 138
18052,536 214
18053,214 536
18054,86 426
18055,295 471
18056,638 896
18057,221 14
18058,892 173
18059,367 892
18060,367 531
18061,367 405
18062,442 333
18063,273 812
18064,166 184
18065,408 571
18066,851 352
18067,162 195
18068,379 191
18069,459 717
18070,238 601
18071,55 412
18072,546 340
18073,424 151
18074,498 64
18075,86 708
18076,86 687
18077,86 100
18078,38 38
18079,508 299
18080,195 162
18081,5 57
18082,318 86
18083,87 325
18084,164 170
18085,147 145
18086,337 165
18087,428 579
18088,719 296
18089,333 486
18090,301 268
18091,69 13
18092,145 147
18093,13 342
18094,268 301
18095,13 69
18096,321 60
18097,611 129
18098,166 163
18099,166 404
18100,486 333
18101,685 55
18102,685 738
18103,685 481
18104,149 6
18105,641 301
18106,409 171
18107,301 641
18108,412 55
18109,166 19
18110,166 28
18111,573 19
18112,507 513
18113,272 183
18114,397 546
18115,230 898
18116,898 230
18117,655 438
18118,6 149
18119,438 655
18120,63 379
18121,63 854
18122,412 587
18123,63 278
18124,63 28
18125,426 86
18126,9 823
18127,186 62
18128,28 63
18129,28 278
18130,28 303
18131,708 62
18132,489 106
18133,169 89
18134,93 86
18135,719 376
18136,513 655
18137,486 303
18138,486 81
18139,89 169
18140,486 44
18141,486 28
18142,486 128
18143,486 280
18144,486 165
18145,486 169
18146,486 367
18147,486 362
18148,458 291
